batch_id,batch_name,relative_path,rationale
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.1 Daily Temperature Check Log.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.13 Offline Batch Oven Daily Check Sheet.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.14 Filter Change Log.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.16 Powder Booth Weekly Cleaning and Maintenance Check Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.17 Cure Oven Cleaning Log.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.18 Dry Off Oven Cleaning Log.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.2 Paint Record.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.29 Offline Booth Pressure Differential Gauge Check Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.33 Pre Cure Inspection.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.35 Powder Booth Recipe Parameter Template.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.36 Manual-Gun Painter Parameters Template.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.37 Powderline Checklist.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.4  Setup Verification Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.5 Offline Load Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.8 Offline Paint Record.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.1 Powder Line Forms/8.2.1.1.9 Part Load Sheet.xls.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.1 Ecoat Daily Checklist-edit.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.10 Out of Specification Reaction Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.11 Daily Lab Analysis Template -edit .xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.11 Daily Lab Analysis Template.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.15 Amps Tracking.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.17 E-coat Tank Flow Chart.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.19 E-Coat Load Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.2 Pre-Treat Daily Checklist edit .xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.20 Test Part Procedure Ecoat.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,"8.2.1.2 ECoat Line Forms/8.2.1.2.21 PNB,PPH Sheet.xlsx",Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.22 Metering Pump Control Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,"8.2.1.2 ECoat Line Forms/8.2.1.2.23 BASF Process database DO NOT USE, FILL OUT 2022.xlsm",Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.24 BASF PB Ratio Dennis.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.25 Ecoat Filter Change Log.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.26 Ecoat Daily Temp Log.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.27 Tank Cleaning Record.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.28 Rejected Material Disposition Log.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.29 Part Fallout log.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.3 BASF Test Tracking.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.30 Ecoat House Keeping.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.4 Chemical Addition to E-Coat Line Stage 9 and Stage 11.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.5 Pigment Binder Ratio.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/8.2.1.2.6 E-coat Lab Inventory.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.2 ECoat Line Forms/Edit PB Ratio.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.1 Powder Unload Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.10 Certification Labels.docx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.11 Blank GP 12 Testing Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.12 Needs GP12 Tags.docx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.13 GP12 Flow.docx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.14 Certification Log.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.15 Verified Certified Label.docx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.16 Raw Traceability Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.17 Trial Inspection Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.18 Serial number tracebility.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.19 E-Coat Crash Report- Supervisor.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.2 Ecoat Unload Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.20 E-Coat Crash Report- Techs.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.3 Offline Unload Sheet.xls,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.4 Powder General Inspection and Testing.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.5 Powder Defect Tracking Sheet.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.6 Ecoat Inspection and Testing at Unload.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.7 Ecoat Defect Tracking.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.8 E-Coat Weight Count Form.xlsx,Core powder/e-coat/general templates first
01,Batch-01-Core-General,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.9 E-coat bulk Packaging Tracker.xlsx,Core powder/e-coat/general templates first
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.10 GreenBlue/8.2.1.3.10.1 GreenBlue Defect Tracking Powder.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.10 GreenBlue/8.2.1.3.10.2 GreenBlue General Inspect and Test.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.19 Multimatic/8.2.1.3.19.4 Multimatic Bronco Inspect and Test Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.19 Multimatic/8.2.1.3.19.5 Multimatic Bronco Run Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.1 Presstran Inspection Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.2 Presstran Defect Tracking Form.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.3 Presstran Inspect and Test Powder.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.5 GP12 PRESSTRAN.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.22 Rollstamp/8.2.1.3.22.1  Rollstamp Run Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.22 Rollstamp/8.2.1.3.22.2 Rollstamp Inspect and Test.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.1  Inspection and Testing Warren.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.3 Warren GP-12 Inspection Sheets.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.4 Warren Load Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.5 Warren Unload Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.6  Warren Defect Tracking Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.25 JNM/8.2.1.3.25.1 Inspection and Test Log JNM.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.25 JNM/8.2.1.3.25.2 GP-12 STRAPS.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.1 Inspection and Test Log Polycon Tesla.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.2 Polycon Ecoat Defect Tracking Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.3 Polycon Powder Inspect and Test.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.4  Polycon Powder  Run Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.1 Inspection and Test Record ABM.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.3 ABM Load Sheet.xlsx,Customer-specific variants after core baseline
